causa_def|base_code|cod_group
Y168|Y16|Residual causes
V893|V89|Road traffic accidents
X230|X23|Residual causes
X400|X40|Residual causes
W745|W74|Residual causes
X337|X33|Residual causes
W334|W33|Residual causes
Y010|Y01|Homicides
W110|W11|Residual causes
W177|W17|Residual causes
O692|O69|Amenable to medical services
X947|X94|Homicides
C152|C15|Residual causes
X220|X22|Residual causes
O620|O62|Amenable to medical services
X597|X59|Residual causes
W159|W15|Residual causes
W378|W37|Residual causes
A521|A52|Amenable to medical services
X687|X68|Residual causes
X200|X20|Residual causes
Y088|Y08|Homicides
D571|D57|Residual causes
V446|V44|Road traffic accidents
Y577|Y57|Residual causes
Y400|Y40|Residual causes
B570|B57|Residual causes
X120|X12|Residual causes
O001|O00|Amenable to medical services
E52X|E52|Residual causes
A601|A60|Amenable to medical services
W146|W14|Residual causes
W795|W79|Residual causes
A490|A49|Residual causes
R529|R52|Residual causes
V919|V91|Road traffic accidents
W875|W87|Residual causes
C65X|C65|Residual causes
W648|W64|Residual causes
A159|A15|Residual causes
D164|D16|Residual causes
A061|A06|Amenable to medical services
B889|B88|Residual causes
A062|A06|Amenable to medical services
C328|C32|Residual causes
O265|O26|Amenable to medical services
X894|X89|Homicides
Q688|Q68|Residual causes
A168|A16|Amenable to medical services
X942|X94|Homicides
X399|X39|Residual causes
O868|O86|Amenable to medical services
O225|O22|Amenable to medical services
C715|C71|Residual causes
D486|D48|Residual causes
A33X|A33|Amenable to medical services
G030|G03|Residual causes
N764|N76|Residual causes
W557|W55|Residual causes
Y006|Y00|Homicides
O109|O10|Amenable to medical services
C767|C76|Residual causes
J942|J94|Amenable to medical services
Y304|Y30|Residual causes
D136|D13|Residual causes
Y299|Y29|Residual causes
Y029|Y02|Homicides
O235|O23|Amenable to medical services
K120|K12|Residual causes
K742|K74|Residual causes
V850|V85|Road traffic accidents
V851|V85|Road traffic accidents
Q422|Q42|Residual causes
D392|D39|Residual causes
K740|K74|Residual causes
V855|V85|Road traffic accidents
N849|N84|Residual causes
C538|C53|Amenable to medical services
N809|N80|Residual causes
I271|I27|Residual causes
V879|V87|Road traffic accidents
W750|W75|Residual causes
L021|L02|Residual causes
J384|J38|Residual causes
V780|V78|Road traffic accidents
C162|C16|Amenable to medical services
C104|C10|Residual causes
R739|R73|Residual causes
V389|V38|Road traffic accidents
V686|V68|Road traffic accidents
I229|I22|Ischemic Heart Diseases
I089|I08|Amenable to medical services
K272|K27|Amenable to medical services
O369|O36|Amenable to medical services
V483|V48|Road traffic accidents
O062|O06|Amenable to medical services
W736|W73|Residual causes
W588|W58|Residual causes
H536|H53|Residual causes
I730|I73|Residual causes
B262|B26|Residual causes
J393|J39|Amenable to medical services
X204|X20|Residual causes
G804|G80|Residual causes
C390|C39|Residual causes
V890|V89|Road traffic accidents
P835|P83|Amenable to medical services
X953|X95|Homicides
Y578|Y57|Residual causes
I349|I34|Residual causes
W649|W64|Residual causes
D67X|D67|Residual causes
C695|C69|Amenable to medical services
G912|G91|Residual causes
G249|G24|Residual causes
M328|M32|Residual causes
W122|W12|Residual causes
P558|P55|Amenable to medical services
Y198|Y19|Residual causes
Y050|Y05|Homicides
V845|V84|Road traffic accidents
D680|D68|Residual causes
A219|A21|Amenable to medical services
L00X|L00|Residual causes
Y143|Y14|Residual causes
Y880|Y88|Residual causes
Q231|Q23|Amenable to medical services
J708|J70|Amenable to medical services
Y69X|Y69|Amenable to medical services
D261|D26|Residual causes
A811|A81|Residual causes
P918|P91|Amenable to medical services
F232|F23|Residual causes
H709|H70|Residual causes
Y831|Y83|Amenable to medical services
N288|N28|Residual causes
P352|P35|Amenable to medical services
W228|W22|Residual causes
V330|V33|Road traffic accidents
V142|V14|Road traffic accidents
Q641|Q64|Residual causes
C183|C18|Amenable to medical services
K253|K25|Amenable to medical services
K612|K61|Residual causes
I822|I82|Residual causes
E848|E84|Residual causes
P131|P13|Amenable to medical services
E104|E10|Diabetes
C098|C09|Residual causes
W193|W19|Residual causes
X698|X69|Residual causes
K431|K43|Amenable to medical services
V843|V84|Road traffic accidents
X619|X61|Residual causes
Y308|Y30|Residual causes
V684|V68|Road traffic accidents
V594|V59|Road traffic accidents
D599|D59|Residual causes
N823|N82|Residual causes
O903|O90|Amenable to medical services
I951|I95|Residual causes
I731|I73|Residual causes
I862|I86|Residual causes
V282|V28|Road traffic accidents
X809|X80|Residual causes
E132|E13|Diabetes
W120|W12|Residual causes
E136|E13|Diabetes
W872|W87|Residual causes
A044|A04|Amenable to medical services
F609|F60|Residual causes
V891|V89|Road traffic accidents
V298|V29|Road traffic accidents
A059|A05|Amenable to medical services
M128|M12|Residual causes
A165|A16|Amenable to medical services
E048|E04|Amenable to medical services
J060|J06|Amenable to medical services
B374|B37|Residual causes
A488|A48|Residual causes
W590|W59|Residual causes
E880|E88|Residual causes
X279|X27|Residual causes
B89X|B89|Residual causes
G821|G82|Residual causes
C723|C72|Residual causes
A430|A43|Residual causes
P253|P25|Amenable to medical services
G450|G45|Residual causes
P039|P03|Amenable to medical services
W300|W30|Residual causes
O748|O74|Amenable to medical services
Q418|Q41|Residual causes
M868|M86|Residual causes
G008|G00|Residual causes
W398|W39|Residual causes
Y409|Y40|Residual causes
Y234|Y23|Residual causes
D000|D00|Residual causes
A319|A31|Residual causes
V559|V55|Road traffic accidents
Y194|Y19|Residual causes
E200|E20|Residual causes
Q274|Q27|Amenable to medical services
Q775|Q77|Residual causes
N710|N71|Residual causes
P910|P91|Amenable to medical services
C322|C32|Residual causes
I744|I74|Residual causes
V274|V27|Road traffic accidents
C501|C50|Amenable to medical services
C939|C93|Amenable to medical services
W364|W36|Residual causes
O670|O67|Amenable to medical services
B001|B00|Residual causes
Q979|Q97|Residual causes
N250|N25|Amenable to medical services
F018|F01|Residual causes
G372|G37|Residual causes
Y318|Y31|Residual causes
X938|X93|Homicides
G901|G90|Residual causes
L120|L12|Residual causes
I898|I89|Residual causes
O751|O75|Amenable to medical services
K458|K45|Amenable to medical services
D093|D09|Residual causes
X255|X25|Residual causes
Y148|Y14|Residual causes
Q349|Q34|Residual causes
W549|W54|Residual causes
J311|J31|Residual causes
V430|V43|Road traffic accidents
J677|J67|Amenable to medical services
W069|W06|Residual causes
N188|N18|Amenable to medical services
I220|I22|Ischemic Heart Diseases
Q440|Q44|Residual causes
E139|E13|Diabetes
Q783|Q78|Residual causes
E739|E73|Residual causes
D34X|D34|Residual causes
O655|O65|Amenable to medical services
V234|V23|Road traffic accidents
N410|N41|Residual causes
N369|N36|Residual causes
J328|J32|Residual causes
C728|C72|Residual causes
Q300|Q30|Residual causes
X769|X76|Residual causes
A198|A19|Amenable to medical services
Q799|Q79|Residual causes
V99X|V99|Road traffic accidents
A022|A02|Amenable to medical services
J938|J93|Amenable to medical services
Q761|Q76|Residual causes
C186|C18|Amenable to medical services
I630|I63|Amenable to medical services
X194|X19|Residual causes
X368|X36|Residual causes
X018|X01|Residual causes
X539|X53|Residual causes
Q633|Q63|Residual causes
P569|P56|Amenable to medical services
I280|I28|Residual causes
X980|X98|Homicides
Y310|Y31|Residual causes
X989|X98|Homicides
X819|X81|Residual causes
Y054|Y05|Homicides
P043|P04|Amenable to medical services
N391|N39|Residual causes
I773|I77|Residual causes
M150|M15|Residual causes
P260|P26|Amenable to medical services
G119|G11|Residual causes
P800|P80|Amenable to medical services
Y446|Y44|Residual causes
O061|O06|Amenable to medical services
K744|K74|Residual causes
M352|M35|Residual causes
Q399|Q39|Residual causes
J671|J67|Amenable to medical services
C068|C06|Residual causes
F181|F18|Residual causes
D190|D19|Residual causes
J848|J84|Amenable to medical services
G311|G31|Residual causes
X374|X37|Residual causes
X360|X36|Residual causes
Y016|Y01|Homicides
X369|X36|Residual causes
J329|J32|Residual causes
X850|X85|Homicides
V635|V63|Road traffic accidents
X904|X90|Homicides
Y012|Y01|Homicides
W182|W18|Residual causes
I371|I37|Residual causes
Y059|Y05|Homicides
O871|O87|Amenable to medical services
R068|R06|Residual causes
W394|W39|Residual causes
M841|M84|Residual causes
W574|W57|Residual causes
C851|C85|Residual causes
O321|O32|Amenable to medical services
X911|X91|Homicides
K574|K57|Residual causes
Q648|Q64|Residual causes
N056|N05|Amenable to medical services
V950|V95|Road traffic accidents
W090|W09|Residual causes
G622|G62|Residual causes
X128|X12|Residual causes
X968|X96|Homicides
W207|W20|Residual causes
J704|J70|Amenable to medical services
D594|D59|Residual causes
D750|D75|Residual causes
W080|W08|Residual causes
Y015|Y01|Homicides
N481|N48|Residual causes
W490|W49|Residual causes
X889|X88|Homicides
F059|F05|Residual causes
J458|J45|Amenable to medical services
B420|B42|Residual causes
W213|W21|Residual causes
X880|X88|Homicides
E222|E22|Residual causes
J100|J10|Amenable to medical services
I029|I02|Amenable to medical services
O240|O24|Amenable to medical services
G038|G03|Residual causes
O900|O90|Amenable to medical services
B021|B02|Residual causes
V786|V78|Road traffic accidents
E069|E06|Amenable to medical services
G259|G25|Residual causes
Y658|Y65|Amenable to medical services
F180|F18|Residual causes
E643|E64|Residual causes
X902|X90|Homicides
D139|D13|Residual causes
L089|L08|Residual causes
M469|M46|Residual causes
I451|I45|Residual causes
J410|J41|Amenable to medical services
V785|V78|Road traffic accidents
W230|W23|Residual causes
O230|O23|Amenable to medical services
V030|V03|Road traffic accidents
P364|P36|Amenable to medical services
I058|I05|Amenable to medical services
F140|F14|Residual causes
O669|O66|Amenable to medical services
M101|M10|Residual causes
X877|X87|Homicides
E754|E75|Residual causes
G255|G25|Residual causes
N132|N13|Residual causes
C638|C63|Residual causes
Y097|Y09|Homicides
Y850|Y85|Residual causes
N855|N85|Residual causes
P709|P70|Amenable to medical services
Q796|Q79|Residual causes
W877|W87|Residual causes
C041|C04|Residual causes
J359|J35|Residual causes
E784|E78|Residual causes
X692|X69|Residual causes
C313|C31|Residual causes
V739|V73|Road traffic accidents
N158|N15|Residual causes
Q676|Q67|Residual causes
V575|V57|Road traffic accidents
P808|P80|Amenable to medical services
F411|F41|Residual causes
K051|K05|Residual causes
A048|A04|Amenable to medical services
V962|V96|Road traffic accidents
L922|L92|Residual causes
Y124|Y12|Residual causes
C913|C91|Amenable to medical services
A047|A04|Amenable to medical services
F205|F20|Residual causes
Q860|Q86|Residual causes
W014|W01|Residual causes
D582|D58|Residual causes
Q820|Q82|Residual causes
I289|I28|Residual causes
V434|V43|Road traffic accidents
N711|N71|Residual causes
Y66X|Y66|Amenable to medical services
K738|K73|Residual causes
X034|X03|Residual causes
A150|A15|Residual causes
X644|X64|Residual causes
D698|D69|Residual causes
P391|P39|Amenable to medical services
W838|W83|Residual causes
I708|I70|Residual causes
E45X|E45|Residual causes
W651|W65|Residual causes
J340|J34|Residual causes
V091|V09|Road traffic accidents
W688|W68|Residual causes
Q929|Q92|Residual causes
K451|K45|Amenable to medical services
X584|X58|Residual causes
E052|E05|Amenable to medical services
L409|L40|Residual causes
L031|L03|Residual causes
Q301|Q30|Residual causes
V455|V45|Road traffic accidents
Q554|Q55|Residual causes
Y174|Y17|Residual causes
C155|C15|Residual causes
M159|M15|Residual causes
W307|W30|Residual causes
X228|X22|Residual causes
N433|N43|Residual causes
A066|A06|Amenable to medical services
X497|X49|Residual causes
Y213|Y21|Residual causes
W706|W70|Residual causes
J709|J70|Amenable to medical services
X588|X58|Residual causes
D373|D37|Residual causes
D695|D69|Residual causes
V846|V84|Road traffic accidents
D612|D61|Residual causes
V887|V88|Road traffic accidents
C637|C63|Residual causes
W088|W08|Residual causes
X454|X45|Residual causes
N360|N36|Residual causes
W819|W81|Residual causes
K252|K25|Amenable to medical services
P082|P08|Amenable to medical services
V190|V19|Road traffic accidents
I491|I49|Residual causes
V486|V48|Road traffic accidents
W814|W81|Residual causes
K277|K27|Amenable to medical services
Q784|Q78|Residual causes
N838|N83|Residual causes
X908|X90|Homicides
G405|G40|Amenable to medical services
I300|I30|Residual causes
V493|V49|Road traffic accidents
Y128|Y12|Residual causes
V114|V11|Road traffic accidents
G92X|G92|Residual causes
Y353|Y35|Residual causes
X724|X72|Residual causes
W837|W83|Residual causes
M259|M25|Residual causes
A413|A41|Amenable to medical services
N300|N30|Residual causes
W094|W09|Residual causes
F323|F32|Residual causes
W746|W74|Residual causes
R18X|R18|Residual causes
P718|P71|Amenable to medical services
K103|K10|Residual causes
Y239|Y23|Residual causes
W679|W67|Residual causes
W689|W68|Residual causes
X162|X16|Residual causes
W404|W40|Residual causes
R000|R00|Residual causes
Q766|Q76|Residual causes
M519|M51|Residual causes
E850|E85|Residual causes
I510|I51|Residual causes
Y509|Y50|Residual causes
W132|W13|Residual causes
K273|K27|Amenable to medical services
W504|W50|Residual causes
V406|V40|Road traffic accidents
Y350|Y35|Residual causes
W684|W68|Residual causes
V784|V78|Road traffic accidents
P618|P61|Amenable to medical services
C967|C96|Residual causes
W018|W01|Residual causes
K310|K31|Residual causes
X600|X60|Residual causes
W338|W33|Residual causes
V833|V83|Road traffic accidents
D074|D07|Residual causes
Q334|Q33|Residual causes
L931|L93|Residual causes
I841|I84|Residual causes
X064|X06|Residual causes
I068|I06|Amenable to medical services
B392|B39|Residual causes
Q002|Q00|Residual causes
D140|D14|Residual causes
A412|A41|Amenable to medical services
C062|C06|Residual causes
B394|B39|Residual causes
A564|A56|Amenable to medical services
I513|I51|Residual causes
H702|H70|Residual causes
O458|O45|Amenable to medical services
F179|F17|Residual causes
C058|C05|Residual causes
K113|K11|Residual causes
O997|O99|Amenable to medical services
Q243|Q24|Amenable to medical services
G003|G00|Residual causes
A502|A50|Amenable to medical services
C052|C05|Residual causes
Q627|Q62|Residual causes
C677|C67|Amenable to medical services
D802|D80|Residual causes
R001|R00|Residual causes
G129|G12|Residual causes
K312|K31|Residual causes
K260|K26|Amenable to medical services
N879|N87|Residual causes
R298|R29|Residual causes
I616|I61|Amenable to medical services
V954|V95|Road traffic accidents
M791|M79|Residual causes
